"Resp_id1","strata","bra10grp","aldergrp","udgrp","loengrp","int_resultat","metode","pervgt","A1","A1a","A3","A4","A5","A7","A8","A9","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","C1","C2","C3","C4","C5","D1","D2","D3","D4","E3","E3a","E3b","E3c","E4","E4a","E4b","E4c","E1","E1a","E1b","E1c","E2","E2a","E2b","E2c","F1","F1a","F1b","F1c","F2","F2a","F2b","F2c","G1","G1a","G1b","G1c","G2","G2a","G2b","G2c","G3","G3a","G3b","G3c","H1","H2","H3","H4","J1","J2","ISCO_NU","ISCO_DA"
"LS135959",8,"8 Erhvervsservice",2,2,4,1,2,1142.690268,1,NA,48,NA,1,2,2,2,2,1,2,3,2,2,3,3,3,3,3,3,4,3,3,1,3,3,3,3,1,5,1,2,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,2,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,70,3,4120,4120
"LS137811",8,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,1,2,1300.712265,1,NA,39,NA,1,1,1,1,1,1,2,1,2,2,3,2,2,1,3,4,2,4,4,2,2,2,2,1,1,5,1,3,3,2,2,1,5,3,NA,NA,5,3,NA,NA,3,2,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,2,2,NA,NA,NA,NA,39,3,9334,9334
"LS138011",8,"4 Handel og transport mv.",2,2,4,1,2,1249.06286,1,NA,54,NA,1,1,1,1,2,2,1,4,2,2,4,4,2,1,2,3,1,2,3,3,3,3,3,3,1,4,1,3,3,3,3,1,2,3,3,1,3,3,3,1,4,3,NA,NA,2,3,3,1,5,3,NA,NA,2,3,2,1,4,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,71,1,3322,3322
"LS138919",8,"8 Erhvervsservice",1,2,4,1,1,2072.778285,1,NA,68,NA,1,2,2,2,2,1,3,1,4,2,1,1,1,3,2,2,2,2,4,2,3,1,2,1,1,4,4,2,5,2,NA,NA,5,3,NA,NA,5,3,NA,NA,3,9,2,1,1,1,2,3,1,1,2,3,1,1,2,1,1,1,2,1,5,3,NA,NA,NA,NA,NA,NA,89,3,8189,9705
"LS141102",3,"4 Handel og transport mv.",2,2,2,1,2,1977.383485,1,NA,98,NA,1,2,2,1,4,2,2,3,2,2,3,3,3,2,1,2,3,5,4,3,3,3,3,3,3,4,3,3,2,3,3,1,1,3,3,1,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,2433,2433
"LS142566",7,"9 Offentlig administration, undervisning og sundhed",3,3,4,1,1,1059.975355,1,NA,48,NA,1,1,1,1,2,2,3,2,2,1,5,1,2,2,2,1,3,5,2,3,3,3,3,3,2,2,2,3,2,3,3,1,5,3,NA,NA,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,4,1,NA,NA,5,3,NA,NA,3,3,3,1,NA,NA,NA,NA,54,3,2340,2340
"LS142743",3,"4 Handel og transport mv.",2,2,3,1,2,2651.091829,1,NA,68,NA,1,1,1,1,3,2,2,3,2,3,3,2,2,3,4,3,3,5,2,3,3,3,3,2,2,5,3,3,2,1,1,1,5,3,NA,NA,4,3,NA,NA,2,2,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,68,3,1211,1211
"LS143311",8,"8 Erhvervsservice",1,2,1,1,2,2018.055098,1,NA,48,NA,2,NA,NA,NA,3,1,1,3,2,1,5,9,2,5,5,3,5,5,2,NA,NA,NA,NA,NA,1,3,2,3,4,NA,NA,NA,1,NA,3,3,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,48,3,2634,9999
"LS143709",5,"4 Handel og transport mv.",1,2,3,1,1,3804.889492,1,NA,47,NA,1,2,1,1,2,2,3,2,3,3,1,2,5,2,2,5,1,5,3,3,2,2,1,1,1,5,2,1,2,1,3,1,5,3,NA,NA,5,3,NA,NA,1,1,3,1,5,3,NA,NA,5,3,NA,NA,1,1,3,1,1,1,2,1,5,3,NA,NA,NA,NA,NA,NA,47,3,4132,4132
"LS143941",7,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,2,2359.080436,1,NA,7,NA,1,1,1,1,3,2,1,3,2,3,2,3,1,2,3,4,3,5,3,3,3,3,3,3,2,5,4,5,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,7,1,5311,5311
"LS145378",6,"3 Bygge og anlæg",2,2,2,1,2,1350.292582,1,NA,82,NA,2,NA,NA,NA,1,1,1,3,2,2,2,3,3,2,2,1,2,3,4,NA,NA,NA,NA,NA,1,4,5,2,4,NA,NA,NA,1,NA,2,1,4,NA,NA,NA,3,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,82,3,7126,9999
"LS145441",5,"9 Offentlig administration, undervisning og sundhed",3,3,3,1,2,439.189439,1,NA,64,NA,1,1,1,1,2,2,2,3,2,2,3,2,2,2,4,3,2,5,3,1,1,2,1,1,9,4,3,3,1,3,3,1,1,3,3,1,4,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,2221,2221
"LS146300",4,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,2,1354.692186,1,NA,33,NA,1,1,1,1,2,1,2,2,2,3,2,3,4,4,3,2,3,4,4,3,3,3,3,3,4,3,5,5,1,3,1,1,5,3,NA,NA,5,3,NA,NA,1,3,1,2,5,3,NA,NA,1,1,2,2,5,3,NA,NA,5,3,NA,NA,1,3,3,2,NA,NA,NA,NA,33,3,5322,5322
"LS146502",5,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,2,1366.995219,1,NA,47,NA,1,1,1,1,1,2,2,3,3,2,4,5,1,2,2,4,5,5,5,3,3,3,3,3,1,5,1,1,2,3,2,2,1,3,1,1,5,3,NA,NA,2,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,47,3,2269,2269
"LS146718",10,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,4,1,2,838.4654818,1,NA,45,NA,1,1,1,1,1,1,1,4,2,2,3,2,2,2,2,3,1,5,3,1,1,2,3,1,1,5,2,2,2,3,2,1,5,3,NA,NA,1,3,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,3,2,2,5,3,NA,NA,1,3,1,1,NA,NA,NA,NA,45,2,3323,3323
"LS147926",4,"4 Handel og transport mv.",2,2,4,1,2,1256.808363,1,NA,69,NA,1,2,2,2,3,2,1,4,2,2,4,5,1,1,4,4,1,5,4,3,3,3,3,3,2,5,3,2,2,1,2,1,1,1,2,1,2,3,1,2,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,69,3,3322,5222
"LS148349",5,"4 Handel og transport mv.",3,2,2,1,1,1730.481139,1,NA,90,NA,1,1,1,1,1,1,1,1,2,2,1,4,3,2,5,5,1,2,1,3,3,3,3,3,1,5,2,1,3,1,3,1,3,1,3,1,4,2,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,28,2,8331,8331
"LS149694",8,"9 Offentlig administration, undervisning og sundhed",2,2,1,1,2,1194.339673,1,NA,43,NA,1,1,1,1,1,1,2,2,3,3,2,2,3,4,3,1,4,4,5,3,3,3,3,2,2,4,5,4,1,1,3,2,5,3,NA,NA,5,3,NA,NA,1,1,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,78,3,5329,5329
"LS150201",10,"9 Offentlig administration, undervisning og sundhed",2,3,3,1,1,1094.592211,1,NA,77,NA,1,1,1,1,2,1,1,4,1,3,3,3,2,4,2,2,3,5,5,3,1,3,3,2,2,5,5,2,1,1,3,1,5,3,NA,NA,5,3,NA,NA,1,1,1,2,5,3,NA,NA,5,3,NA,NA,1,1,1,2,1,1,1,2,5,3,NA,NA,NA,NA,NA,NA,77,3,2221,2221
"LS150457",8,"9 Offentlig administration, undervisning og sundhed",1,1,1,1,1,2547.996006,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,999,3,9999,9999
"LS150649",6,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,3,1,2,1165.832735,1,NA,84,NA,1,1,1,1,1,1,2,3,2,2,3,3,3,3,3,3,3,4,3,1,1,1,1,1,2,5,4,2,2,1,2,1,3,2,2,1,4,2,NA,NA,1,1,2,1,5,3,NA,NA,5,3,NA,NA,1,1,2,1,1,1,2,1,1,1,2,1,NA,NA,NA,NA,84,3,9334,9334
"LS151936",7,"4 Handel og transport mv.",1,2,1,1,1,4912.676344,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,48,3,9999,9999
"LS152609",6,"9 Offentlig administration, undervisning og sundhed",2,3,3,1,2,1228.771301,1,NA,64,NA,1,1,1,1,1,1,1,4,2,1,2,2,3,5,2,2,2,5,5,1,1,2,1,2,2,1,2,2,1,1,2,2,5,3,NA,NA,5,1,NA,NA,1,1,2,1,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,1,3,NA,NA,NA,NA,64,3,2341,2341
"LS152978",8,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,3,4,1,1,998.5319806,1,NA,48,NA,1,1,1,1,1,1,1,2,3,2,2,1,2,2,2,2,3,4,3,3,3,3,3,3,2,4,4,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,2,1,4,3,NA,NA,2,3,2,1,3,3,2,2,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,39,3,3111,9999
"LS156179",3,"3 Bygge og anlæg",3,2,2,1,2,1449.339812,1,NA,33,NA,1,1,2,1,1,1,1,2,2,3,2,1,3,2,1,1,1,2,4,3,3,3,3,3,2,5,3,5,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,33,3,7112,7112
"LS157408",4,"8 Erhvervsservice",1,2,1,1,2,1716.497617,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,97,3,9999,9999
"LS157529",7,"4 Handel og transport mv.",1,3,2,1,2,3658.676741,1,NA,17,NA,1,1,1,1,3,2,2,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,2,4,4,3,4,3,NA,NA,2,3,3,1,4,3,NA,NA,2,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,4110,4110
"LS158622",5,"4 Handel og transport mv.",2,1,1,1,2,3405.335056,1,NA,64,NA,1,1,1,1,1,1,1,4,3,3,5,1,5,4,5,5,5,5,5,2,3,3,3,3,2,3,4,4,4,2,NA,NA,4,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,3,3,8322,8322
"LS161019",7,"4 Handel og transport mv.",1,2,1,1,2,4757.371473,1,NA,48,NA,2,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,2,4,5,9,4,NA,NA,NA,1,NA,2,1,1,NA,2,1,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,48,3,5223,9999
"LS162035",6,"8 Erhvervsservice",2,3,4,1,1,1326.059778,1,NA,21,NA,1,1,1,1,1,3,2,4,2,2,4,2,2,2,2,2,1,2,4,1,1,2,1,3,1,5,4,2,1,3,1,2,5,3,NA,NA,4,2,NA,NA,1,3,1,2,5,3,NA,NA,5,3,NA,NA,2,1,3,2,4,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,64,2,3341,3341
"LS162573",9,"9 Offentlig administration, undervisning og sundhed",3,3,3,1,2,765.767484,1,NA,25,NA,1,1,1,1,2,1,2,4,2,2,3,4,2,3,3,4,1,5,3,3,3,3,3,3,1,4,2,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,25,3,2330,2330
"LS162763",1,"9 Offentlig administration, undervisning og sundhed",1,2,2,1,1,4736.336613,1,NA,92,NA,1,2,2,2,3,3,2,2,2,1,2,1,2,2,1,4,4,5,3,1,1,2,2,2,2,4,3,3,2,3,2,2,5,3,NA,NA,5,3,NA,NA,3,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,999,3,2343,2359
"LS164845",4,"10 Kultur, fritid og anden service",3,3,1,1,2,849.5127581,2,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,75,3,9999,9999
"LS165123",6,"4 Handel og transport mv.",3,1,3,1,2,761.203602,1,NA,5,NA,1,1,1,1,1,3,1,2,1,2,2,2,2,2,1,2,1,4,2,3,3,3,3,3,1,5,3,3,3,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,9,NA,NA,1,1,2,2,5,3,NA,NA,3,1,2,2,NA,NA,NA,NA,75,1,5419,5419
"LS165582",10,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,1,2,1,1,2594.816871,1,NA,77,NA,1,1,1,1,1,1,2,2,3,3,3,4,3,3,3,2,3,2,2,3,3,3,3,3,2,5,2,2,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,1,1,1,1,1,1,2,2,1,2,NA,NA,NA,NA,77,3,4110,9999
"LS166350",8,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,2,1873.896811,1,NA,34,NA,1,1,1,1,1,1,2,2,1,2,2,2,3,4,1,2,1,2,2,3,3,3,3,3,2,5,5,2,1,1,2,2,5,3,NA,NA,5,3,NA,NA,2,3,1,2,2,3,2,2,5,3,NA,NA,1,3,2,2,1,3,2,3,1,3,2,2,NA,NA,NA,NA,26,3,2221,2221
"LS167240",5,"1 Landbrug, skovbrug og fiskeri",2,2,2,1,1,2658.286919,1,NA,86,NA,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,3,1,5,3,3,3,3,3,3,3,4,4,3,3,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,86,3,1311,1311
"LS167279",10,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,1,666.9035819,1,NA,78,NA,1,1,1,1,2,2,2,4,2,2,4,2,2,3,2,4,4,5,3,3,3,3,3,3,2,4,4,4,3,3,2,1,5,3,NA,NA,4,3,NA,NA,2,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,36,3,2343,2343
"LS167527",5,"10 Kultur, fritid og anden service",2,3,1,1,2,1974.093081,1,NA,28,NA,1,1,1,1,1,1,2,3,3,2,4,4,1,1,4,4,4,5,5,3,3,3,3,3,1,5,1,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,28,3,4415,4415
"LS168639",4,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,2,1151.206341,1,NA,66,NA,1,1,1,1,3,2,2,2,2,3,4,3,2,3,3,3,2,5,4,3,3,3,3,3,2,5,4,4,1,3,3,2,5,3,NA,NA,5,3,NA,NA,3,3,3,2,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,75,3,2310,2310
"LS168771",8,"6 Finansiering og forsikring",1,2,2,1,2,2124.42769,1,NA,40,NA,1,2,2,2,3,2,1,2,2,2,2,3,4,1,1,2,4,5,5,1,1,2,1,1,2,5,4,1,3,1,3,1,1,3,1,2,2,1,2,1,3,3,2,1,5,3,NA,NA,5,3,NA,NA,1,1,3,1,3,3,3,1,5,3,NA,NA,NA,NA,NA,NA,34,3,2412,2412
"LS169275",10,"4 Handel og transport mv.",2,2,2,1,2,410.7768526,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,6,40,3,9999,9999
"LS169800",4,"8 Erhvervsservice",2,3,4,1,2,1053.322518,1,NA,98,NA,1,1,1,1,2,2,2,3,2,3,5,2,3,2,2,4,4,5,4,3,3,3,3,3,1,5,2,2,2,3,3,2,4,3,NA,NA,4,3,NA,NA,1,3,3,2,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,2142,2142
"LS170433",6,"4 Handel og transport mv.",2,2,2,1,1,1253.004105,1,NA,28,NA,1,1,1,1,1,1,2,2,3,3,4,1,1,3,2,4,1,1,3,3,3,3,3,3,2,5,2,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,3,1,1,3,3,1,1,3,3,1,NA,NA,NA,NA,47,3,4311,4311
"LS172010",3,"9 Offentlig administration, undervisning og sundhed",1,2,1,1,1,3027.501438,1,NA,98,NA,1,1,1,1,1,1,2,2,4,4,2,2,1,1,2,4,3,4,4,3,3,3,3,3,1,5,2,2,2,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,63,3,9412,9412
"LS172354",5,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,2,3052.756785,1,NA,16,NA,1,1,1,1,3,3,2,4,2,2,3,2,2,2,2,4,4,4,4,3,3,3,3,3,2,4,3,3,4,3,NA,NA,1,3,1,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,47,3,2343,2343
"LS172953",3,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,1,1,1,1,3729.425942,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,1,38,3,9999,9999
"LS173216",8,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,2,1873.896811,1,NA,22,NA,1,1,1,2,1,4,3,2,4,2,2,2,2,4,5,2,2,1,5,1,1,2,1,1,1,5,2,1,3,1,2,1,5,3,NA,NA,5,3,NA,NA,3,1,1,1,5,3,NA,NA,1,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,3212,3212
"LS173962",7,"4 Handel og transport mv.",2,2,4,1,1,2492.357335,1,NA,84,NA,1,1,1,1,1,2,1,2,2,1,1,3,1,2,1,2,1,5,4,3,3,3,3,3,2,5,1,4,3,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,49,3,3322,3322
"LS174597",8,"9 Offentlig administration, undervisning og sundhed",2,3,3,1,2,998.5319806,1,NA,7,NA,1,1,1,1,2,2,1,4,2,2,2,3,2,3,2,3,3,4,2,3,1,3,3,3,3,5,3,4,1,3,3,1,5,3,NA,NA,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,17,3,2353,2353
"LS175028",8,"4 Handel og transport mv.",2,3,3,1,2,1104.904573,1,NA,40,NA,1,1,1,1,3,2,4,1,3,3,2,2,4,3,4,2,5,5,3,3,3,3,3,3,3,3,3,5,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,2,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,9705,9705
"LS176512",8,"8 Erhvervsservice",2,2,4,1,2,1142.690268,1,NA,40,NA,1,1,1,1,2,2,1,4,2,2,4,3,2,2,2,2,2,5,3,3,3,3,3,3,2,3,2,2,3,3,3,2,4,3,NA,NA,4,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,3,1,3,2,3,1,2,2,NA,NA,NA,NA,20,3,3313,1211
"LS176770",8,"9 Offentlig administration, undervisning og sundhed",3,2,1,1,2,869.0925512,1,NA,54,NA,2,NA,NA,NA,5,1,1,5,2,3,3,4,1,1,4,4,4,5,5,NA,NA,NA,NA,NA,1,4,3,3,3,NA,3,1,5,NA,NA,NA,4,NA,NA,NA,3,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,70,1,2310,9999
"LS178870",8,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,2,1873.896811,1,NA,34,NA,1,1,1,1,1,2,1,2,1,2,2,2,4,3,1,1,1,2,3,3,1,1,3,2,2,5,4,4,1,1,3,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,1,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,34,3,2221,2221
"LS179238",4,"9 Offentlig administration, undervisning og sundhed",1,3,3,1,1,1160.73239,1,NA,98,NA,1,1,1,1,1,2,1,3,2,2,3,1,1,2,2,3,4,2,4,3,3,3,3,3,1,5,2,2,1,3,1,1,5,3,NA,NA,1,3,1,1,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,3,2340,9999
"LS180284",7,"9 Offentlig administration, undervisning og sundhed",2,3,3,1,1,1548.967473,1,NA,39,NA,1,1,1,1,1,2,1,4,2,1,2,2,1,4,1,2,2,2,4,3,3,3,3,3,2,5,3,4,1,3,3,2,2,3,3,2,2,3,3,2,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,2343,9999
"LS180792",5,"9 Offentlig administration, undervisning og sundhed",3,1,2,1,1,1398.865572,1,NA,82,NA,1,1,1,1,1,1,3,4,1,3,5,5,4,4,3,4,3,5,5,3,1,3,3,3,2,1,2,2,2,3,3,1,5,2,NA,NA,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,82,3,5311,5311
"LS182722",6,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,1,1718.939264,1,NA,64,NA,1,1,1,1,1,1,1,4,1,1,1,1,5,5,1,2,1,5,2,3,3,3,3,3,4,2,4,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,3211,9999
"LS183868",4,"2 Industri, råstofindvinding og forsyningsvirksomhed",3,2,1,1,2,1052.998603,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,37,2,9999,9999
"LS183974",5,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,2,1974.093081,1,NA,46,NA,1,1,1,1,3,2,3,4,3,3,3,1,2,4,2,4,4,5,3,3,3,3,3,3,3,5,5,5,5,3,NA,NA,1,3,2,3,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,2343,2343
"LS184348",7,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,2,2359.080436,1,NA,4,NA,1,1,1,1,2,2,2,3,2,2,3,2,3,3,2,3,3,5,5,1,3,3,3,1,3,5,4,4,2,3,1,1,5,3,NA,NA,5,3,NA,NA,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,4,3,3251,3251
